Developer,State,Parking Lot,Ad List,Bus Stop,Firm Number,Park,Property Size,Nearby Mall,Tenure Type,Bedroom,REN Number,Facilities,Completion Year,price,Nearby School,Property Type
Malaysia Land Properties Sdn. Bhd.,Kuala Lumpur,2,96852887,"Bus Stop 1 Jalan Ampang
Bus Stop 3 Jalan Ampang
Bus Stop 2 Jalan Ampang
Bus Stop Jalan Ampang Hilir
Bus Stop 4 Jalan Ampang
Bus Stop Ampwalk (KL2281)
Bus Stop Ampwalk (KL2280)
Bus Stop LRT Datuk Keramat
Bus Stop 3 Towers KL (KL2297)
Bus Stop Taman Tasik Keramat
Bus Stop Royal Thai Embassy (KL1543)
Bus Stop Royal Thai Embassy (KL611)",11605,"Raintree Fountain Park, Desa Pandan, Kampung Pandan, Kuala Lumpur, 50600, Malaysia
Park at Ulu Kelang, Ampang Jaya Municipal Council, Gombak, Selangor, Malaysia
Datuk Keramat Lake Garden, Kampung Datuk Keramat, Kuala Lumpur, Malaysia",950,Great Eastern Mall,Freehold,2,REN 34686,"Playground, Lift, Security, Swimming Pool, Multipurpose hall, Minimart, Gymnasium",1990,508000,Sayfol International School,Condominium
i-Berhad,Kuala Lumpur,1,103564371,KL Central,31997,"Park 1 at Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 2 at Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Kid's Plaground & Family Park, Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Desa Jaya Family Recreational Park, Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, Malaysia
Taman Desa Jaya Residential Park, Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 3 at Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, Malaysia
Taman Ehsan Park, Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, 52100, Malaysia
Park 1 at Taman Daya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 1 at Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, Malaysia",982,Sunway Pyramid,Freehold,3,PEA 3474,"Gymnasium, Swimming Pool, Minimart, Club house, Jogging Track, Parking, Multipurpose hall, Lift, Squash Court, Tennis Court, Security, Playground, Barbeque area, Sauna",1998,375000,SJK (C) Kepong 1,Condominium
Arte Corp,Kuala Lumpur,2,103457034,"Bus Stop MATRADE
Bus Stop MITEC
Bus Stop Publika
Bus Stop Solaris Mont Kiara
Bus Stop Kompleks Mahkamah KL
Bus Stop Duta Food Court
Bus Stop Komplek Kerajaan
Bus Stop Lembaga Peperiksaan (Opp)
Bus Stop Wisma Hasil
Bus Stop Masjid Wilayah Pintu Utama
Bus Stop LHDN",31997,"Park at Publika - Solaris Dutamas, Taman Duta, Kuala Lumpur, Malaysia
Park at Segambut, Kuala Lumpur, Malaysia
Dutamas Park, Segambut, Kuala Lumpur, Malaysia
Duta Nusantara Park, Duta Nusantara, Taman Duta, Kuala Lumpur, Malaysia",886,Berjaya Times Square,Leasehold,2,PEA 3474,"Squash Court, Security, Parking, Jogging Track, Lift, Minimart, Gymnasium, Club house, Barbeque area, Playground, Swimming Pool, Multipurpose hall, Tennis Court",1999,699999,Sekolah Kebangsaan Kiaramas,Service Residence
VILLAMAS GROUP OF COMPANIES,Selangor,1,103398198,KL Central,31997,Gunung Ledang National Park,956,The Exchange TRX,Freehold,3,PEA 3474,"Security, Jogging Track, Playground, Minimart, Squash Court, Swimming Pool, Barbeque area, Sauna, Lift",2008,320000,SM Sains T. Munawir,Condominium
Aset Kayamas Sdn Bhd,Kuala Lumpur,2,102965472,KL Central,31997,Selangor State Park,1100,One Utama,Leasehold,3,PEA 3474,"Squash Court, Swimming Pool, Jogging Track, Sauna, Multipurpose hall, Security, Tennis Court, Barbeque area, Minimart, Parking, Club house",1994,450000,SMK Bukit Jambul,Condominium
Asia Green Group,Penang,1,102210051,Terminal Sentral Kuantan Bus terminal,31706,Selangor State Park,850,One Utama,Freehold,3,REN 66961,"Jogging Track, Multipurpose hall, Sauna, Squash Court, Minimart, Lift, Tennis Court",1997,420000,SM Sains T. Munawir,Condominium
Ideal Property Group,Penang,1,99446991,KL Central,31706,Penang National Park,1300,The Exchange TRX,Freehold,3,REN 66961,"Playground, Jogging Track, Club house, Swimming Pool, Lift, Sauna, Gymnasium, Parking, Multipurpose hall, Squash Court, Barbeque area, Security",2001,660000,SM Sains T. Munawir,Condominium
Zantalite Enterprise (M) Sdn Bhd,Penang,1,90069219,KL Central,31706,Gunung Ledang National Park,3350,Sunway Pyramid,Freehold,6,REN 66961,"Gymnasium, Sauna, Jogging Track, Playground, Minimart, Barbeque area, Parking",2003,800000,SMK Bukit Jambul,Condominium
MK Land Holdings,Penang,1,103216778,Terminal Sentral Kuantan Bus terminal,31706,Gunung Ledang National Park,1087,One Utama,Freehold,4,REN 66961,"Multipurpose hall, Minimart, Jogging Track, Tennis Court, Playground, Swimming Pool, Gymnasium, Lift, Security, Parking, Club house, Barbeque area",2017,485000,Sekolah Seni Malaysia,Condominium
GSV Development Sdn Bhd,Penang,1,103052290,Seremban Bus terminal,31706,Taman Negara,2330,Berjaya Times Square,Freehold,5,REN 66961,"Jogging Track, Parking, Swimming Pool",1997,1100000,SM Sains T. Munawir,Condominium
GSD Land (M) Sdn Bhd,Penang,2,103052115,Seremban Bus terminal,31706,Selangor State Park,1275,Berjaya Times Square,Freehold,3,REN 66961,Jogging Track,2024,620000,SM imtiaz Kemaman,Condominium
Golden Armani Sdn Bhd,Penang,1,98695154,Terminal Sentral Kuantan Bus terminal,11924,Taman Negara,800,The Exchange TRX,Freehold,3,REN 66961,"Squash Court, Lift, Tennis Court, Barbeque area, Club house, Swimming Pool, Minimart, Jogging Track, Playground, Security, Gymnasium, Sauna, Multipurpose hall, Parking",2007,350000,MRSM Tun Ghafar Baba,Apartment
Talam Transform Berhad,Penang,1,103252361,Seremban Bus terminal,11924,Penang National Park,856,Berjaya Times Square,Freehold,3,REN 66961,"Gymnasium, Playground, Parking, Multipurpose hall, Sauna, Club house, Swimming Pool, Minimart, Barbeque area",2020,430000,SM Sains T. Munawir,Apartment
Eco World Development Group Berhad,Penang,1,103217447,Pudu Sentral,11924,Gunung Ledang National Park,721,Sunway Pyramid,Freehold,3,REN 66961,"Tennis Court, Jogging Track, Gymnasium, Swimming Pool, Security, Sauna, Club house, Barbeque area",2013,320000,SMK Bukit Jambul,Condominium
Parkland Group,Penang,1,103160019,KL Central,11924,Selangor State Park,700,One Utama,Freehold,3,REN 66961,"Tennis Court, Security, Multipurpose hall, Club house, Jogging Track",1994,350000,SM imtiaz Kemaman,Condominium
Kay Pride Sdn Bhd (S P Setia Bhd Group),Penang,2,102541772,KL Central,11924,Penang National Park,1750,Berjaya Times Square,Freehold,3,REN 66961,"Swimming Pool, Tennis Court, Barbeque area, Club house, Jogging Track, Sauna, Playground",2005,1300000,MRSM Tun Ghafar Baba,Condominium
Kay Pride Sdn Bhd (S P Setia Bhd Group),Penang,1,101009687,KL Central,11924,Taman Negara,1424,Sunway Pyramid,Freehold,3,REN 66961,"Barbeque area, Minimart, Club house, Jogging Track, Sauna, Multipurpose hall",1999,1100000,MRSM Tun Ghafar Baba,Condominium
Mahabuilders Berhad,Penang,1,100857405,Pudu Sentral,11924,Penang National Park,700,Sunway Pyramid,Freehold,3,REN 66961,"Multipurpose hall, Sauna",2016,360000,SM Sains T. Munawir,Apartment
Airmas Group,Penang,1,98857740,Seremban Bus terminal,11924,Penang National Park,2000,One Utama,Freehold,5,REN 66961,"Tennis Court, Security, Gymnasium, Jogging Track, Club house, Squash Court, Minimart, Sauna, Lift, Playground, Parking, Swimming Pool, Barbeque area",2020,1400000,SM imtiaz Kemaman,Condominium
BERJAYA GROUP,Selangor,1,103782194,Terminal Sentral Kuantan Bus terminal,11607,"Park at Section 32, Shah Alam",811,The Exchange TRX,Freehold,3,REN 40222,"Parking, Lift, Jogging Track, Barbeque area, Tennis Court, Squash Court",2018,275000,SMK Bukit Jambul,Apartment
Mudajaya Group,Kuala Lumpur,2,102971271,"Bus Stop Kompleks Mutiara
Bus Stop 1 Rainbow Garden
Bus Stop 2 Rainbow Garden
Bus Stop Mutiara Complex
Bus Stop SMK (P) Jln Ipoh (Opp)
Bus Stop Kentonmen MRT Station
Bus Stop SMK (P) Jalan Ipoh
Bus Stop SK Sentul 2
Bus Stop Sentul Al-Hidayah Mosque
Bus Stop SPG Dato Senu
Bus Stop Simpang Batu Kantomen / Caltex Jalan Ipoh
Bus Stop 1 Perumahan Sentul Impian
Bus Stop Pangsapuri Sentul Utara
Bus Stop SJKC Sentul Peng Ming (Opp)
Bus Stop 2 Perumahan Sentul Impian
Bus Stop Sentul Market
Bus Stop Bamboo Garden Jalan Ipoh",11584,"Taman Kaya Community Garden, Kaya Garden, Kuala Lumpur, 51100, Malaysia",1323,Mutiara Complex,Freehold,3,REN 60567,"Jogging Track, Security, Multipurpose hall, Swimming Pool",2018,355000,SJK (C) Lai Chee,Condominium
Radiant Symphony Sdn Bhd,Selangor,2,102940643,Bus Stop at Greenwod Bus Hub,11584,Penang National Park,1001,One Utama,Leasehold,3,REN 60567,"Barbeque area, Jogging Track, Swimming Pool, Multipurpose hall, Sauna, Club house, Lift, Security, Parking",2018,445000,Sekolah Kebangsaan Taman Seri Gombak 2,Service Residence
Dergahayu Sdn Bhd,Selangor,2,102940649,Pudu Sentral,11584,Penang National Park,916,The Exchange TRX,Leasehold,3,REN 60567,"Playground, Sauna, Security",2013,293000,Sekolah Seni Malaysia,Condominium
Seri Mutiara Development Sdn Bhd,Selangor,1,100335803,KL Central,11307,Penang National Park,1022,Berjaya Times Square,Freehold,3,REN 38137,"Minimart, Parking, Swimming Pool, Sauna, Security",1991,378000,SM Sains T. Munawir,Condominium
Sem Siong Industries,Kuala Lumpur,1,102940653,"Bus Stop 2 Riverwalk Village
Bus Stop 1 Riverwalk Village
Bus Stop Million Garden
Bus Stop Sentul West
Bus Stop Segambut Garden (North)
Bus Stop 2 Menara TKSS
Bus Stop 1 Menara TKSS
Bus Stop Kompleks Sukan Negara (Opp)
Bus Stop Bukit Tunku (Utara)
Bus Stop Bukit Tunku (Utara) (Opp)
Bus Stop Kompleks Sukan Negara
Bus Stop 1 Sri Thandayuthapani Temple
Bus Stop 2 Sri Thandayuthapani Temple
Bus Stop SMK (P) Jalan Ipoh
Bus Stop 1 Segambut Garden (West)
Bus Stop Arkid Negara
Bus Stop 2 Segambut Garden (West)
Bus Stop SMK (P) Jln Ipoh (Opp)
Bus Stop Tijani 2 Bukit Tunku
Bus Stop Mutiara Complex",11584,"Park at Million Garden, Sentul, Kuala Lumpur, Malaysia
Park at Million Garden, Segambut, Kuala Lumpur, Malaysia",1272,Berjaya Times Square,Freehold,3,REN 60567,"Squash Court, Playground, Jogging Track, Tennis Court, Swimming Pool, Gymnasium, Barbeque area, Lift, Club house, Parking",2010,423000,MRSM Tun Ghafar Baba,Condominium
Domain Point Sdn Bhd,Selangor,2,102940644,Terminal Sentral Kuantan Bus terminal,11584,Selangor State Park,1010,Selayang Capital,Freehold,3,REN 60567,"Club house, Barbeque area, Squash Court, Sauna, Playground, Gymnasium, Swimming Pool, Multipurpose hall, Lift, Jogging Track, Minimart, Parking",2009,335000,SM imtiaz Kemaman,Condominium
Hongkong Land,Selangor,1,103782280,"Bus Stop at Persiaran Subang Mewah 1
Bus Stop at Persiaran Subang Mewah 2",10091,"Park at Angsana Apartment, UEP Subang Jaya
Park at Grandville USJ1 Park, Grandville USJ1
Park at USJ 1, UEP Subang Jaya
Park at Laman Sukan MBSJ USJ1, USJ 1",657,The Exchange TRX,Leasehold,3,REN 66961,"Gymnasium, Lift, Squash Court, Parking, Barbeque area, Jogging Track, Swimming Pool, Minimart, Tennis Court, Playground, Multipurpose hall, Sauna, Club house, Security",2011,175000,Sekolah Jenis Kebangsaan (C) Chee Wen,Flat
Scientex Berhad,Selangor,2,102083079,"Bus Stop at Bandar Sri Damansara 8
Bus Stop at Komersial Bandar Sri Damansara 7
Bus Stop at MRT Sri Damansara Sentral Pintu A",11583,Penang National Park,893,Ativo Plaza by TA Global,Freehold,3,REN 29388,"Jogging Track, Sauna, Squash Court, Lift, Minimart, Multipurpose hall, Barbeque area, Playground, Security",2002,358000,SM Sains T. Munawir,Condominium
Techware Enterprise Sdn Bhd,Sabah,2,102058483,Terminal Sentral Kuantan Bus terminal,10228,Gunung Ledang National Park,500,The Exchange TRX,Leasehold,1,REN 18659,"Jogging Track, Swimming Pool, Multipurpose hall, Tennis Court, Security, Club house, Parking, Sauna, Lift, Gymnasium, Minimart",2009,585000,MRSM Tun Ghafar Baba,Service Residence
Mahajaya Berhad,Selangor,2,98336057,"Bus Stop at Persiaran Klang 2
Bus Stop at Hicom Town Centre (Barat)
Bus Stop at Persiaran Klang 3",77778,Taman Negara,572,The Exchange TRX,Leasehold,2,REN 66961,"Security, Club house, Gymnasium, Squash Court, Multipurpose hall, Lift, Sauna, Minimart, Parking, Swimming Pool, Jogging Track",2006,145000,SMK Bukit Jambul,Flat
Kerjaya Prospek Group,Kuala Lumpur,2,97662947,Pudu Sentral,77778,Penang National Park,1196,AEON Mall AU2,Leasehold,3,REN 66961,"Squash Court, Playground, Lift, Barbeque area, Club house, Gymnasium, Tennis Court",2006,690000,Sekolah Rendah Agama At-Tibrani,Condominium
Tropicana Ivory Sdn. Bhd.,Penang,1,103782174,Seremban Bus terminal,11584,Penang National Park,1020,The Exchange TRX,Freehold,3,REN 22963,"Tennis Court, Lift, Playground, Jogging Track, Security, Gymnasium, Multipurpose hall, Squash Court, Sauna, Barbeque area",2023,698000,SMK Bukit Jambul,Condominium
Palmex Industries Sdn Bhd (IOI Group),Penang,1,103782172,KL Central,11708,Penang National Park,1590,The Exchange TRX,Freehold,4,REN 36333,"Tennis Court, Club house, Sauna, Swimming Pool, Jogging Track, Gymnasium, Parking, Barbeque area",2024,600000,SM Sains T. Munawir,Condominium
Mahabuilders Berhad,Johor,1,103782271,Seremban Bus terminal,77778,Gunung Ledang National Park,916,One Utama,Leasehold,3,REN 66961,"Swimming Pool, Barbeque area, Tennis Court, Security, Club house, Minimart, Playground, Lift, Parking, Jogging Track, Gymnasium, Multipurpose hall, Squash Court, Sauna",2001,380000,MRSM Tun Ghafar Baba,Apartment
Akisama Group of companies,Kuala Lumpur,1,102821523,Seremban Bus terminal,77778,Gunung Ledang National Park,1050,Berjaya Times Square,Leasehold,4,REN 66961,"Club house, Squash Court, Minimart, Multipurpose hall, Jogging Track, Security",2022,470000,SM imtiaz Kemaman,Condominium
Land & General Berhad,Selangor,2,102403645,Bus Stop at SD Apartment,11583,Selangor State Park,811,Sunway Pyramid,Freehold,3,REN 29388,"Sauna, Club house, Squash Court, Playground, Parking, Tennis Court, Security, Multipurpose hall, Barbeque area, Gymnasium, Jogging Track, Swimming Pool, Minimart, Lift",2000,350000,MRSM Tun Ghafar Baba,Condominium
Southcon Development,Johor,1,103010740,Terminal Sentral Kuantan Bus terminal,31850,Selangor State Park,1616,One Utama,Leasehold,3,REN 19418,"Swimming Pool, Parking",2003,400000,Sekolah Seni Malaysia,Condominium
IOI Properties Group Berhad,Selangor,2,98792718,KL Central,11584,Selangor State Park,950,Berjaya Times Square,Freehold,3,PEA 2096,"Swimming Pool, Club house, Sauna, Playground, Squash Court, Parking, Barbeque area, Security, Gymnasium, Jogging Track",1998,342000,Sekolah Seni Malaysia,Condominium
Asia Green Group,Penang,1,102437336,Terminal Sentral Kuantan Bus terminal,11584,Taman Negara,1598,Berjaya Times Square,Freehold,3,REN 22963,"Squash Court, Minimart, Lift, Security, Tennis Court, Gymnasium, Parking, Jogging Track",2021,650000,SM imtiaz Kemaman,Condominium
Mayland Group,Kuala Lumpur,2,103782225,"Bus Stop Bus 852 - Ktm Putra
Bus Stop Tiong Nam
Bus Stop Sime Darby Cosmo Point Jalan Raja Laut
Bus Stop Hop-on Hop-Off Stop 19
Bus Stop Chow Kit (Barat)
Bus Stop 2 Damai Service Hospital
Bus Stop Sri Amar
Bus Stop Chow Kit 24
Bus Stop Batu Road
Bus Stop 1 Damai Service Hospital
Bus Stop Standard Chartered Bank
Bus Stop Chow Kit (North)
Bus Stop Picoms
Bus Stop Medan Mara 23
Bus Stop Chow Kit
Bus Stop Maju Junction
Bus Stop Medan Mara
Bus Stop Perkim
Bus Stop Menara Mara
Bus Stop Hospital Kuala Lumpur (South)
Bus Stop Grand Seasons Hotel
Bus Stop Sogo KL
Bus Stop Institut Penyelidkan Perubatan
Bus Stop Titiwangsa Hub",77778,"Park at Tiong Nam Park, Chow Kit, Sentul, Kuala Lumpur, Malaysia",620,Sunway Putra Mall,Freehold,1,REN 66961,"Club house, Security, Tennis Court, Playground, Minimart, Sauna, Barbeque area, Squash Court, Swimming Pool, Lift, Parking",2000,368000,Sekolah Indonesia Kuala Lumpur,Service Residence
Lembah Kerjaya Sdn. Bhd.,Selangor,2,90430929,Terminal Sentral Kuantan Bus terminal,77778,Taman Negara,974,Berjaya Times Square,Leasehold,3,REN 66961,"Jogging Track, Swimming Pool, Lift, Security, Parking, Squash Court, Minimart, Playground",2008,245000,SMK Bukit Jambul,Condominium
Nova Mulia Development Sdn Bhd,Kuala Lumpur,1,103782124,"Bus Stop Perumahan Sri Negeri Sembilan
Bus Stop Fennel Sentul
Bus Stop The Fennel Sentul East
Bus Stop LRT Sentul Timur
Bus Stop Menara Orkid/Utc Sentul
Bus Stop Flat Sri Perak
Bus Stop Pangsapuri Sri Perak
Bus Stop Sentul Boulevard (West)
Bus Stop Sentul Boulevard (North)
Bus Stop D6 Sentul
Bus Stop D7 Sentul
Bus Stop SMK Bandar Baru Sentul
Bus Stop SJKC Sentul KL
Bus Stop SMK Convent Sentul
Bus Stop Amru Sentul Mosque
Bus Stop SMK La Salle
Bus Stop Sentul
Bus Stop SMK Convent Sentul (Opp)
Bus Stop Apartment Bandar Baru Sentul Block 77 (Opp)
Bus Stop Skymeridien Sentul East
Bus Stop Makpem
Bus Stop 2 Titiwangsa (West)
Bus Stop Sentul Market
Bus Stop 1 Titiwangsa (West)
Bus Stop 2 SRJK (C) Chung Hwa
Bus Stop SJKC Chiao Nan
Bus Stop 1 SRJK (C) Chung Hwa
Bus Stop Wisma Lotus
Bus Stop SJKC Chiao Nan (Opp)
Bus Stop Tawakal Hospital
Bus Stop Pangsapuri Sentul Utara
Bus Stop Sri Terengganu Flat
Bus Stop Kg Puah Bahagia
Bus Stop Perumahan Awam Seri Terengganu",11766,Gunung Ledang National Park,570,Berjaya Times Square,Leasehold,2,REN 12345,"Security, Multipurpose hall",1998,240000,SK Convent Sentul 1 & 2,Apartment
Asia Green Group,Kuala Lumpur,2,102349862,KL Central,77778,Penang National Park,1270,One Utama,Freehold,3,REN 66961,Minimart,1991,360000,Sekolah Seni Malaysia,Condominium
BHL Group of Companies,Kuala Lumpur,1,103782218,Seremban Bus terminal,31451,"Park 1 at Cheras, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia",618,One Utama,Leasehold,1,REN 66961,"Parking, Sauna, Jogging Track, Tennis Court, Club house, Playground, Multipurpose hall, Gymnasium",2000,318000,Sekolah Seni Malaysia,Condominium
Wangsa Eramoden Sdn Bhd,Selangor,1,103782209,KL Central,11697,Penang National Park,1100,One Utama,Freehold,3,PEA 2124,Sauna,2020,390000,SM Sains T. Munawir,Condominium
Excel Focus Properties Sdn Bhd,Penang,2,102805236,Pudu Sentral,30256,Selangor State Park,1087,The Exchange TRX,Freehold,3,REN 38268,Sauna,2019,445000,MRSM Tun Ghafar Baba,Condominium
Syarikat Kapasi (Asian Pac),Sabah,2,103782207,Pudu Sentral,23451,Taman Negara,1128,Berjaya Times Square,Leasehold,3,REN 64042,"Club house, Tennis Court, Security, Playground, Sauna, Multipurpose hall, Barbeque area, Parking, Gymnasium, Lift, Jogging Track, Minimart",1990,1399000,MRSM Tun Ghafar Baba,Condominium
Li Foong Group,Selangor,2,103101612,KL Central,31804,Taman Negara,1470,One Utama,Freehold,3,REN 57722,"Barbeque area, Parking, Tennis Court, Swimming Pool, Sauna, Multipurpose hall, Playground, Squash Court, Gymnasium, Lift, Security, Jogging Track, Club house, Minimart",1997,229000,MRSM Tun Ghafar Baba,Condominium
Melati Ehsan Group,Kuala Lumpur,2,102824990,"Bus Stop Data Senu Field
Bus Stop Rumah Kedai
Bus Stop Dato Senu Commercial
Bus Stop Madrasah Raudatul Muttaqin (Opp)
Bus Stop 2 Perumahan Sentul Impian
Bus Stop Kg Puah Bahagia
Bus Stop 2 Kg Chubadak Tambahan
Bus Stop 1 Perumahan Sentul Impian
Bus Stop 1 Kg Chubadak Tambahan
Bus Stop Kg Chubadak Hulu (Selatan)
Bus Stop Kg Chubadak Hulu
Bus Stop SPG Dato Senu
Bus Stop SJKC Sentul Peng Ming (Opp)
Bus Stop Kg Chubadak
Bus Stop Sentul Al-Hidayah Mosque
Bus Stop SK Sentul 2
Bus Stop Skymeridien Sentul East
Bus Stop Pangsapuri Sentul Utara
Bus Stop SMJK Chong Hwa (Opp)
Bus Stop Kg Puah
Bus Stop SMJK Chong Hwa
Bus Stop Saad Mosque
Bus Stop 1 Kg Chubadak Hulu (Utara)
Bus Stop 2 Kg Chubadak Hulu (Utara)
Bus Stop Abi Waqqas Mosque (Opp)",77778,"Park at Taman Kosmo Jaya, Kampung Chubadak Hulu, Kuala Lumpur, 51000, Malaysia
Park at Desa Gombak, Setapak, Kuala Lumpur, Malaysia",891,The Exchange TRX,Leasehold,3,REN 66961,"Minimart, Playground, Club house, Jogging Track, Lift, Tennis Court, Gymnasium, Security, Barbeque area, Squash Court, Swimming Pool, Multipurpose hall, Parking, Sauna",2023,390000,SJK (C) Peng Ming,Condominium
Ibraco Berhad,Selangor,2,100204288,Seremban Bus terminal,77778,Penang National Park,820,One Utama,Freehold,3,REN 66961,"Swimming Pool, Gymnasium, Lift, Jogging Track, Playground, Squash Court",2023,225000,SM imtiaz Kemaman,Apartment
Ideal Property Group,Penang,2,103669923,Pudu Sentral,11924,Penang National Park,1200,Berjaya Times Square,Freehold,3,REN 66961,"Minimart, Multipurpose hall, Lift, Sauna, Security",2023,600000,SM imtiaz Kemaman,Condominium
Mi Nest Development Sdn Bhd,Penang,1,103782200,Seremban Bus terminal,11584,Gunung Ledang National Park,626,One Utama,Leasehold,3,REN 22963,"Multipurpose hall, Jogging Track, Tennis Court, Gymnasium, Sauna, Swimming Pool, Minimart, Parking, Barbeque area, Squash Court, Lift",2018,170000,SM imtiaz Kemaman,Apartment
Ideal Property Group,Penang,1,101114565,Terminal Sentral Kuantan Bus terminal,11924,Selangor State Park,1100,The Exchange TRX,Freehold,3,REN 66961,"Gymnasium, Parking",2018,600000,Sekolah Seni Malaysia,Condominium
Ideal Property Group,Penang,2,103383088,Terminal Sentral Kuantan Bus terminal,11924,Penang National Park,1200,The Exchange TRX,Freehold,3,REN 66961,"Squash Court, Multipurpose hall, Security",2024,615000,Sekolah Seni Malaysia,Condominium
